timestamp,open,high,low,close,volume
2020-01-02 18:00:00,100.25,100.86,100.08,100.32,4068124
2020-01-02 19:00:00,100.31,100.53,100.26,100.27,1319029
2020-01-02 20:00:00,99.39,99.8,99.21,99.63,2243506
2020-01-02 21:00:00,99.41,99.6,99.35,99.37,2178701
2020-01-02 22:00:00,99.38,99.52,99.04,99.24,1088183
2020-01-02 23:00:00,99.94,100.1,99.64,99.87,3651928
2020-01-03 00:00:00,100.28,100.45,99.84,100.14,2894124
2020-01-03 01:00:00,99.49,99.82,99.35,99.36,3617853
2020-01-03 02:00:00,99.09,100.04,98.94,99.63,1956284
2020-01-03 03:00:00,99.72,99.8,99.53,99.53,1499460
2020-01-03 04:00:00,99.09,99.58,99.03,99.29,3447873
2020-01-03 05:00:00,99.37,99.98,98.94,99.7,4589486
2020-01-03 06:00:00,99.98,100.43,99.85,100.32,1285775
2020-01-03 07:00:00,101.01,101.19,100.65,100.88,2383782
2020-01-03 08:00:00,100.49,100.72,100.49,100.56,2216702
2020-01-03 09:00:00,100.0,100.73,99.87,100.51,4323515
2020-01-03 10:00:00,100.92,101.16,100.66,100.77,2107637
2020-01-03 11:00:00,100.93,101.79,100.59,101.36,2918885
2020-01-03 12:00:00,101.26,101.35,101.16,101.22,2762939
2020-01-03 13:00:00,101.3,101.41,101.05,101.23,4296272
2020-01-03 14:00:00,101.04,101.19,100.74,100.77,1223262
2020-01-03 15:00:00,100.81,100.92,100.15,100.28,1715648
2020-01-03 16:00:00,100.37,101.13,100.29,100.78,3552965
2020-01-03 17:00:00,101.55,101.91,101.49,101.56,4519710
2020-01-03 18:00:00,101.54,101.75,101.32,101.63,3561093
2020-01-03 19:00:00,102.36,102.45,102.2,102.23,4213091
2020-01-03 20:00:00,102.57,102.6,102.05,102.51,4433564
2020-01-03 21:00:00,102.18,102.46,101.99,102.29,4011656
2020-01-03 22:00:00,102.43,102.71,102.21,102.57,2771477
2020-01-03 23:00:00,103.1,103.57,103.06,103.43,4523721
2020-01-04 00:00:00,103.81,103.83,103.44,103.52,1487447
2020-01-04 01:00:00,104.54,104.77,104.39,104.4,3890174
2020-01-04 02:00:00,103.46,103.55,103.05,103.19,1884903
2020-01-04 03:00:00,103.61,103.87,103.45,103.7,4619585
2020-01-04 04:00:00,103.65,104.11,103.37,103.84,2127699
2020-01-04 05:00:00,103.47,103.86,103.21,103.79,2910736
2020-01-04 06:00:00,104.05,104.1,103.84,103.94,4612960
2020-01-04 07:00:00,102.73,103.08,102.62,103.05,2000461
2020-01-04 08:00:00,103.59,103.65,102.92,103.04,2373663
2020-01-04 09:00:00,102.92,103.43,102.76,103.32,3431030
2020-01-04 10:00:00,104.24,104.81,104.1,104.15,1863524
2020-01-04 11:00:00,104.46,104.7,103.86,103.99,4101399
2020-01-04 12:00:00,103.87,104.23,103.61,103.69,3481512
2020-01-04 13:00:00,103.59,103.71,103.18,103.54,3173011
2020-01-04 14:00:00,103.81,104.31,103.64,104.1,3601328
2020-01-04 15:00:00,103.95,104.39,103.7,104.36,1266117
2020-01-04 16:00:00,104.43,104.47,104.14,104.2,2090720
2020-01-04 17:00:00,105.01,105.2,104.42,104.55,1996223
2020-01-04 18:00:00,104.57,104.71,104.46,104.7,1960817
2020-01-04 19:00:00,104.94,105.45,104.69,105.29,3520539
2020-01-04 20:00:00,104.3,105.3,104.09,105.04,3287050
2020-01-04 21:00:00,104.68,105.14,104.57,104.97,3094819
2020-01-04 22:00:00,104.84,105.0,104.84,104.88,1863827
2020-01-04 23:00:00,104.72,104.94,104.24,104.24,4584709
2020-01-05 00:00:00,104.69,104.89,104.06,104.49,3457799
2020-01-05 01:00:00,104.81,105.18,104.48,104.72,1802770
2020-01-05 02:00:00,104.7,105.17,104.67,104.82,1680270
2020-01-05 03:00:00,104.63,104.95,104.6,104.81,4689813
2020-01-05 04:00:00,104.62,105.0,104.1,104.2,2458354
2020-01-05 05:00:00,104.15,104.31,104.0,104.09,2991105
2020-01-05 06:00:00,103.39,104.33,103.03,104.02,2771196
2020-01-05 07:00:00,103.52,103.88,103.41,103.72,3196635
2020-01-05 08:00:00,103.48,103.85,103.44,103.74,1676579
2020-01-05 09:00:00,103.87,104.14,103.75,104.04,2459043
2020-01-05 10:00:00,105.25,105.27,104.87,105.08,4128491
2020-01-05 11:00:00,105.24,105.37,105.21,105.27,2803217
2020-01-05 12:00:00,105.47,105.75,105.23,105.5,2553803
2020-01-05 13:00:00,105.95,106.05,105.38,105.56,2146874
2020-01-05 14:00:00,104.49,105.02,104.3,104.7,1931026
2020-01-05 15:00:00,105.35,105.38,104.7,104.79,2068600
2020-01-05 16:00:00,104.72,105.01,104.64,104.92,2090201
2020-01-05 17:00:00,106.28,106.54,106.2,106.25,4975192
2020-01-05 18:00:00,106.17,106.31,105.77,106.25,1993755
2020-01-05 19:00:00,106.54,106.58,106.43,106.5,4785486
2020-01-05 20:00:00,106.72,106.78,106.54,106.59,3396361
2020-01-05 21:00:00,106.23,106.41,105.93,106.1,4678054
2020-01-05 22:00:00,106.55,106.87,106.21,106.77,4732065
2020-01-05 23:00:00,106.91,107.51,106.9,107.25,2972812
2020-01-06 00:00:00,108.5,108.66,107.53,107.75,2959375
2020-01-06 01:00:00,107.25,107.44,107.18,107.39,1192948
2020-01-06 02:00:00,108.4,108.75,108.11,108.19,1909120
2020-01-06 03:00:00,107.11,107.75,106.82,107.59,3579824
2020-01-06 04:00:00,107.9,108.2,107.62,107.98,2199482
2020-01-06 05:00:00,109.14,109.46,109.06,109.18,4467374
2020-01-06 06:00:00,108.93,109.65,108.75,108.78,3089082
2020-01-06 07:00:00,107.78,108.61,107.48,108.6,4397685
2020-01-06 08:00:00,108.8,109.09,108.63,108.75,4773910
2020-01-06 09:00:00,108.25,108.8,108.2,108.6,3415821
2020-01-06 10:00:00,108.02,108.22,107.75,107.92,1579750
2020-01-06 11:00:00,107.75,108.41,107.7,108.06,4904477
2020-01-06 12:00:00,107.37,107.71,106.99,107.63,3009522
2020-01-06 13:00:00,107.88,108.06,107.58,107.96,3928617
2020-01-06 14:00:00,107.29,107.67,107.24,107.6,4851199
2020-01-06 15:00:00,108.34,108.52,108.18,108.48,3292312
2020-01-06 16:00:00,107.83,108.25,107.68,108.19,1939018
2020-01-06 17:00:00,107.58,108.44,107.28,108.13,1714110
2020-01-06 18:00:00,108.94,109.03,108.32,108.63,2175001
2020-01-06 19:00:00,107.73,108.18,107.55,108.12,4068412
2020-01-06 20:00:00,108.28,108.37,108.18,108.33,3138675
2020-01-06 21:00:00,109.31,109.36,108.93,109.09,4392212
2020-01-06 22:00:00,108.2,108.76,108.16,108.38,4644469
2020-01-06 23:00:00,108.33,108.69,108.1,108.57,3924790
2020-01-07 00:00:00,108.87,109.01,108.59,108.8,3017860
2020-01-07 01:00:00,109.63,109.92,108.98,109.29,1308742
2020-01-07 02:00:00,108.43,109.01,108.27,108.78,3349195
2020-01-07 03:00:00,108.17,108.45,107.93,108.22,4948417
2020-01-07 04:00:00,108.06,108.58,107.62,108.58,4994470
2020-01-07 05:00:00,108.71,109.24,108.34,108.83,3384276
2020-01-07 06:00:00,109.06,109.15,109.05,109.05,2174009
2020-01-07 07:00:00,109.07,109.67,109.01,109.32,2557727
2020-01-07 08:00:00,108.95,109.36,108.65,109.08,4062340
2020-01-07 09:00:00,108.88,109.45,108.61,109.3,3935130
2020-01-07 10:00:00,109.57,109.9,109.51,109.55,2889118
2020-01-07 11:00:00,109.61,109.83,109.06,109.29,3775413
2020-01-07 12:00:00,109.99,110.45,109.75,110.32,3049227
2020-01-07 13:00:00,110.47,110.87,110.21,110.66,4744376
2020-01-07 14:00:00,110.31,110.35,110.03,110.16,1923939
2020-01-07 15:00:00,110.96,110.98,110.55,110.59,1612628
2020-01-07 16:00:00,109.76,110.27,109.63,110.2,1650548
2020-01-07 17:00:00,110.65,110.85,110.47,110.7,3928893
2020-01-07 18:00:00,111.46,111.61,111.31,111.38,4446782
2020-01-07 19:00:00,111.04,111.12,110.82,111.07,3957970
2020-01-07 20:00:00,110.91,111.72,110.68,111.65,1059394
2020-01-07 21:00:00,112.11,112.25,111.61,111.96,4241147
2020-01-07 22:00:00,112.92,112.96,112.2,112.47,2531216
2020-01-07 23:00:00,113.55,113.71,113.32,113.51,2863005
2020-01-08 00:00:00,113.18,113.5,113.11,113.49,4982435
2020-01-08 01:00:00,113.06,113.23,112.99,113.21,1930248
2020-01-08 02:00:00,113.4,113.45,112.85,112.87,3914721
2020-01-08 03:00:00,112.84,113.19,112.44,112.56,2677468
2020-01-08 04:00:00,112.82,112.84,112.55,112.62,3095305
2020-01-08 05:00:00,113.0,113.2,112.8,112.89,4810163
2020-01-08 06:00:00,112.93,113.18,112.92,113.13,1697016
2020-01-08 07:00:00,113.59,113.69,113.5,113.65,4092808
2020-01-08 08:00:00,113.73,113.78,113.69,113.75,3897201
2020-01-08 09:00:00,114.74,114.76,114.04,114.58,3958026
2020-01-08 10:00:00,115.0,115.06,114.41,114.55,1448658
2020-01-08 11:00:00,116.34,116.53,115.96,116.01,4903381
2020-01-08 12:00:00,115.99,116.71,115.86,116.42,3998513
2020-01-08 13:00:00,116.16,116.29,115.98,116.09,2429682
2020-01-08 14:00:00,115.88,116.06,115.49,115.66,3192432
2020-01-08 15:00:00,116.18,116.33,115.85,116.0,3214067
2020-01-08 16:00:00,115.8,116.02,115.8,115.99,3815866
2020-01-08 17:00:00,117.32,117.47,116.24,116.44,4766933
2020-01-08 18:00:00,116.4,116.92,116.24,116.78,1973680
2020-01-08 19:00:00,116.52,117.0,116.49,116.84,2158077
2020-01-08 20:00:00,116.59,116.76,116.21,116.52,3028270
2020-01-08 21:00:00,116.5,116.72,115.7,115.86,3598203
2020-01-08 22:00:00,115.49,115.82,115.45,115.74,3172623
2020-01-08 23:00:00,116.19,116.27,116.18,116.27,1630006
2020-01-09 00:00:00,116.8,116.85,116.38,116.47,2326598
2020-01-09 01:00:00,115.95,116.33,115.8,115.95,4615350
2020-01-09 02:00:00,116.04,116.48,115.97,116.14,1845236
2020-01-09 03:00:00,116.6,116.65,116.38,116.43,2792542
2020-01-09 04:00:00,116.17,116.2,115.84,116.09,2490819
2020-01-09 05:00:00,116.57,116.82,116.05,116.27,1913926
2020-01-09 06:00:00,116.78,117.25,116.27,116.39,2949418
2020-01-09 07:00:00,116.02,116.12,115.87,115.92,3555869
2020-01-09 08:00:00,116.29,116.37,115.67,116.2,1254338
2020-01-09 09:00:00,116.65,116.71,116.57,116.58,4216664
2020-01-09 10:00:00,117.37,117.41,117.18,117.22,2033633
2020-01-09 11:00:00,117.87,118.16,117.73,117.85,2991456
2020-01-09 12:00:00,117.26,117.4,117.11,117.26,2278558
2020-01-09 13:00:00,117.25,117.44,116.75,116.89,2929559
2020-01-09 14:00:00,117.71,117.71,117.16,117.25,1960381
2020-01-09 15:00:00,117.16,117.89,116.95,117.61,2117221
2020-01-09 16:00:00,117.97,118.38,117.76,117.96,4228013
2020-01-09 17:00:00,119.78,120.3,119.69,119.99,4584380
2020-01-09 18:00:00,120.28,120.45,120.27,120.38,3849917
2020-01-09 19:00:00,121.17,121.17,120.92,121.04,1063235
2020-01-09 20:00:00,121.82,121.86,121.48,121.62,3727087
2020-01-09 21:00:00,122.01,122.12,121.91,122.05,4411913
2020-01-09 22:00:00,121.42,122.39,121.16,121.99,3368472
2020-01-09 23:00:00,122.18,122.63,121.99,122.47,3409572
2020-01-10 00:00:00,122.45,122.64,121.76,122.18,2351484
2020-01-10 01:00:00,121.34,122.16,120.94,122.16,4645930
2020-01-10 02:00:00,122.38,122.39,122.0,122.02,1866496
2020-01-10 03:00:00,122.32,122.55,121.93,122.16,1784464
2020-01-10 04:00:00,123.81,124.11,123.34,123.42,1635757
2020-01-10 05:00:00,122.53,122.63,122.32,122.59,4012038
2020-01-10 06:00:00,122.41,123.19,122.38,123.03,4962189
2020-01-10 07:00:00,122.45,122.52,122.07,122.32,2904188
2020-01-10 08:00:00,122.57,122.57,121.48,122.19,4346560
2020-01-10 09:00:00,123.11,123.15,122.78,122.83,2014789
2020-01-10 10:00:00,122.76,123.1,122.71,122.96,4960806
2020-01-10 11:00:00,122.55,122.61,122.26,122.52,2771498
2020-01-10 12:00:00,122.11,122.38,122.1,122.27,2605065
2020-01-10 13:00:00,122.46,122.89,122.26,122.71,3031636
2020-01-10 14:00:00,122.73,122.75,122.35,122.44,3505922
2020-01-10 15:00:00,122.29,122.91,122.22,122.65,3014034
2020-01-10 16:00:00,122.5,122.92,122.29,122.77,4746241
2020-01-10 17:00:00,122.22,123.19,121.72,122.55,2512346
2020-01-10 18:00:00,123.27,123.82,123.27,123.72,3862571
2020-01-10 19:00:00,124.18,124.19,124.06,124.14,1482207
2020-01-10 20:00:00,123.57,123.6,122.95,123.22,2356427
2020-01-10 21:00:00,123.36,123.81,123.26,123.42,1062272
2020-01-10 22:00:00,122.73,123.3,122.63,123.19,4573165
2020-01-10 23:00:00,123.96,124.07,123.53,123.71,2173738
2020-01-11 00:00:00,123.92,124.25,123.12,123.42,2452455
2020-01-11 01:00:00,123.26,123.53,123.24,123.46,1129628
2020-01-11 02:00:00,123.67,123.91,123.58,123.81,3905224
2020-01-11 03:00:00,124.5,124.66,124.15,124.34,4942481
2020-01-11 04:00:00,124.33,124.49,123.71,123.84,1416061
2020-01-11 05:00:00,123.62,124.14,123.57,123.78,3976108
2020-01-11 06:00:00,123.24,123.89,123.03,123.64,4912444
2020-01-11 07:00:00,123.6,123.78,123.2,123.41,1119523
2020-01-11 08:00:00,124.63,124.66,124.38,124.39,1455055
2020-01-11 09:00:00,124.7,124.8,124.37,124.7,4168098
2020-01-11 10:00:00,124.0,124.17,123.69,124.17,2472867
2020-01-11 11:00:00,125.02,125.26,124.64,124.73,2820099
2020-01-11 12:00:00,126.05,126.05,125.63,125.89,2737639
2020-01-11 13:00:00,126.27,126.61,125.9,126.5,3892010
2020-01-11 14:00:00,125.86,126.03,125.66,125.84,1376866
2020-01-11 15:00:00,125.3,125.82,125.3,125.7,4699326
2020-01-11 16:00:00,126.64,126.71,126.4,126.43,3236754
2020-01-11 17:00:00,126.1,126.56,125.96,126.18,3731963
2020-01-11 18:00:00,126.37,126.79,125.92,126.5,1429509
2020-01-11 19:00:00,126.98,127.11,126.94,126.99,3647518
2020-01-11 20:00:00,126.64,126.67,126.48,126.63,2662591
2020-01-11 21:00:00,126.97,127.25,126.67,126.7,4599412
2020-01-11 22:00:00,125.35,125.51,125.15,125.18,3764387
2020-01-11 23:00:00,124.72,125.22,124.66,124.76,4221946
2020-01-12 00:00:00,124.97,125.18,124.43,124.74,1733603
2020-01-12 01:00:00,124.33,124.4,124.1,124.21,3757359
2020-01-12 02:00:00,125.0,125.49,124.91,125.13,4100920
2020-01-12 03:00:00,124.48,124.69,124.14,124.51,4942692
2020-01-12 04:00:00,124.35,124.53,124.31,124.39,1438478
2020-01-12 05:00:00,124.71,124.76,124.48,124.56,1533604
2020-01-12 06:00:00,125.27,125.44,125.17,125.38,4577046
2020-01-12 07:00:00,124.65,124.82,124.56,124.76,1679211
2020-01-12 08:00:00,126.04,126.2,125.41,125.44,4417663
2020-01-12 09:00:00,125.83,125.88,125.29,125.55,3331058
2020-01-12 10:00:00,124.93,125.24,124.87,125.16,4735790
2020-01-12 11:00:00,125.66,125.93,125.45,125.49,1484475
2020-01-12 12:00:00,125.72,125.93,125.66,125.69,3241029
2020-01-12 13:00:00,125.61,125.74,125.38,125.49,2587936
2020-01-12 14:00:00,125.67,125.88,125.49,125.62,3338628
2020-01-12 15:00:00,125.89,125.93,125.5,125.53,2527956
2020-01-12 16:00:00,125.79,125.95,125.64,125.69,1477240
2020-01-12 17:00:00,126.1,126.22,125.76,126.12,1075931
2020-01-12 18:00:00,127.33,127.38,126.85,127.01,1413268
2020-01-12 19:00:00,126.56,126.63,126.38,126.49,2839639
2020-01-12 20:00:00,127.7,128.16,127.62,127.66,3705522
2020-01-12 21:00:00,126.88,126.89,126.38,126.78,3898523
2020-01-12 22:00:00,126.78,126.93,126.62,126.81,2055050
2020-01-12 23:00:00,127.21,127.59,127.07,127.2,4929278
2020-01-13 00:00:00,127.27,127.61,127.21,127.44,4796501
2020-01-13 01:00:00,127.01,127.45,127.0,127.23,4248493
2020-01-13 02:00:00,126.93,127.42,126.8,127.23,3199021
2020-01-13 03:00:00,126.66,127.16,126.61,127.08,4763745
2020-01-13 04:00:00,126.62,127.09,126.39,126.89,2823992
2020-01-13 05:00:00,127.36,127.48,127.3,127.41,3575221
2020-01-13 06:00:00,127.72,127.77,127.64,127.69,4836964
2020-01-13 07:00:00,127.36,127.57,127.29,127.44,2636648
2020-01-13 08:00:00,127.29,128.22,127.24,127.99,1819664
2020-01-13 09:00:00,128.72,129.13,127.99,128.25,3893810
2020-01-13 10:00:00,129.08,129.11,128.59,128.75,3337614
2020-01-13 11:00:00,129.3,129.49,128.9,129.17,4724508
2020-01-13 12:00:00,129.43,129.49,128.83,128.85,4762913
2020-01-13 13:00:00,128.38,128.82,128.38,128.67,1166760
2020-01-13 14:00:00,129.71,129.95,128.72,129.15,1049962
2020-01-13 15:00:00,129.26,129.65,129.2,129.55,3103061
2020-01-13 16:00:00,129.71,129.79,129.45,129.64,3119514
2020-01-13 17:00:00,129.42,130.04,129.33,129.8,2055205
2020-01-13 18:00:00,130.54,130.71,130.44,130.54,2458574
2020-01-13 19:00:00,130.46,130.87,130.33,130.34,2629716
2020-01-13 20:00:00,130.67,130.82,130.63,130.72,4343411
2020-01-13 21:00:00,130.93,131.13,130.53,130.72,4779331
2020-01-13 22:00:00,130.74,131.05,130.54,130.71,4218862
2020-01-13 23:00:00,131.2,131.59,131.13,131.36,1031633
2020-01-14 00:00:00,131.7,131.9,131.59,131.87,4622726
2020-01-14 01:00:00,132.62,132.64,132.16,132.38,4763407
2020-01-14 02:00:00,132.93,133.25,132.88,133.13,3605941
2020-01-14 03:00:00,133.51,133.76,133.03,133.24,1808354
2020-01-14 04:00:00,134.05,134.11,133.49,133.68,1996811
2020-01-14 05:00:00,133.12,133.86,132.75,133.62,1739846
2020-01-14 06:00:00,134.23,134.47,133.67,133.89,3108584
2020-01-14 07:00:00,134.54,134.84,133.75,133.92,3279049
2020-01-14 08:00:00,134.15,134.36,134.07,134.07,4369661
2020-01-14 09:00:00,134.65,134.82,134.17,134.47,2599424
2020-01-14 10:00:00,134.47,134.54,133.94,134.16,1365707
2020-01-14 11:00:00,135.22,135.53,135.07,135.3,3726234
2020-01-14 12:00:00,134.96,135.06,134.81,134.9,2296027
2020-01-14 13:00:00,134.0,134.5,133.95,134.39,2069113
2020-01-14 14:00:00,135.12,135.12,134.93,135.07,1028343
2020-01-14 15:00:00,135.72,135.94,135.54,135.57,4555069
2020-01-14 16:00:00,136.14,136.42,135.89,135.98,3818705
2020-01-14 17:00:00,136.72,136.95,136.3,136.4,2506752
2020-01-14 18:00:00,136.26,136.74,135.86,136.49,3673848
2020-01-14 19:00:00,135.98,136.4,135.83,136.14,1907441
2020-01-14 20:00:00,136.85,137.03,136.08,136.28,3052054
2020-01-14 21:00:00,136.0,136.26,135.62,136.04,2205734
2020-01-14 22:00:00,136.69,136.8,136.57,136.63,4307984
2020-01-14 23:00:00,136.63,136.76,136.37,136.65,2561726
2020-01-15 00:00:00,136.1,136.34,135.73,136.34,4138604
2020-01-15 01:00:00,136.77,137.05,136.13,136.28,2497277
2020-01-15 02:00:00,136.43,136.97,136.23,136.59,4810665
2020-01-15 03:00:00,136.07,136.46,135.81,136.41,4176813
2020-01-15 04:00:00,135.96,136.63,135.65,136.09,3848960
2020-01-15 05:00:00,135.72,136.38,135.58,136.32,3198070
2020-01-15 06:00:00,136.34,136.73,136.23,136.54,2161509
2020-01-15 07:00:00,136.1,136.43,136.07,136.39,3687747
2020-01-15 08:00:00,136.44,136.58,136.19,136.25,1621554
2020-01-15 09:00:00,136.26,136.54,136.19,136.47,1150030
2020-01-15 10:00:00,136.11,136.36,135.53,135.84,4983508
2020-01-15 11:00:00,135.66,135.83,134.72,135.24,1587924
2020-01-15 12:00:00,135.21,135.28,134.96,134.98,4471610
2020-01-15 13:00:00,134.91,135.19,134.82,134.97,2751474
2020-01-15 14:00:00,135.27,135.42,135.22,135.23,3924285
2020-01-15 15:00:00,135.61,136.16,135.35,136.07,3267349
2020-01-15 16:00:00,136.55,136.65,136.39,136.59,4101291
2020-01-15 17:00:00,136.36,136.93,136.14,136.61,1870349
2020-01-15 18:00:00,136.91,136.92,136.58,136.7,4573794
2020-01-15 19:00:00,137.08,137.43,136.1,136.3,3386300
2020-01-15 20:00:00,136.54,136.67,135.86,136.39,4678979
2020-01-15 21:00:00,135.75,136.78,135.63,136.35,2566946
2020-01-15 22:00:00,136.5,136.75,136.38,136.61,1769951
2020-01-15 23:00:00,136.33,136.49,136.16,136.3,1039131
2020-01-16 00:00:00,136.68,136.9,136.5,136.66,4474571
2020-01-16 01:00:00,137.3,137.71,137.12,137.52,1912949
2020-01-16 02:00:00,137.64,138.04,137.41,137.57,4742493
2020-01-16 03:00:00,137.5,137.94,137.41,137.87,4758344
2020-01-16 04:00:00,138.03,138.45,137.97,138.32,3822930
2020-01-16 05:00:00,138.41,138.44,138.19,138.21,3863439
2020-01-16 06:00:00,138.12,138.49,137.93,138.43,4096477
2020-01-16 07:00:00,138.69,139.01,138.35,138.53,1070592
2020-01-16 08:00:00,138.27,138.88,138.19,138.68,4673709
2020-01-16 09:00:00,138.92,139.16,138.36,138.4,1218668
2020-01-16 10:00:00,138.28,138.53,138.16,138.51,1093462
2020-01-16 11:00:00,138.79,139.1,138.63,138.86,1590596
2020-01-16 12:00:00,139.78,140.1,139.38,139.68,3491091
2020-01-16 13:00:00,140.09,140.28,139.94,140.26,2197250
2020-01-16 14:00:00,141.48,141.54,141.31,141.44,4043958
2020-01-16 15:00:00,141.33,141.34,141.0,141.15,2950401
2020-01-16 16:00:00,141.98,142.0,141.63,141.69,1144426
2020-01-16 17:00:00,142.12,142.45,141.86,141.88,3336001
2020-01-16 18:00:00,143.03,143.39,142.97,143.08,2305263
2020-01-16 19:00:00,142.73,142.82,142.31,142.77,1364985
2020-01-16 20:00:00,143.16,143.39,142.43,142.45,2881383
2020-01-16 21:00:00,142.54,142.95,142.16,142.25,4785314
2020-01-16 22:00:00,141.02,141.76,140.96,141.29,2898932
2020-01-16 23:00:00,141.16,141.31,141.03,141.13,2671098
2020-01-17 00:00:00,140.75,140.97,140.49,140.85,3238147
2020-01-17 01:00:00,140.98,141.12,140.76,141.02,2561534
2020-01-17 02:00:00,140.93,141.39,140.77,141.3,4614324
2020-01-17 03:00:00,142.21,142.44,142.15,142.33,4847843
2020-01-17 04:00:00,143.45,143.56,142.73,142.91,3826023
2020-01-17 05:00:00,142.89,142.91,142.68,142.72,2663877
2020-01-17 06:00:00,141.62,142.39,141.52,142.37,3471309
2020-01-17 07:00:00,143.08,143.4,142.67,142.72,4395534
2020-01-17 08:00:00,142.48,142.65,141.9,142.16,3305148
2020-01-17 09:00:00,143.06,143.29,143.02,143.17,3455024
2020-01-17 10:00:00,144.08,144.21,143.81,143.86,3432868
2020-01-17 11:00:00,143.47,143.97,143.25,143.73,1144160
2020-01-17 12:00:00,142.83,143.44,142.8,142.97,1908651
2020-01-17 13:00:00,144.2,144.33,143.68,143.75,3202770
2020-01-17 14:00:00,143.71,144.09,143.4,143.79,1519627
2020-01-17 15:00:00,143.95,144.65,143.73,144.51,1319658
2020-01-17 16:00:00,143.79,143.92,143.61,143.81,3421045
2020-01-17 17:00:00,143.59,143.65,143.58,143.61,2482440
2020-01-17 18:00:00,144.07,144.48,143.45,143.72,3382802
2020-01-17 19:00:00,143.84,143.95,143.6,143.84,4148127
2020-01-17 20:00:00,143.59,143.92,143.48,143.71,4625819
2020-01-17 21:00:00,144.44,144.67,143.93,144.13,1687451
2020-01-17 22:00:00,143.73,143.77,143.63,143.69,3901342
2020-01-17 23:00:00,143.5,143.92,143.2,143.72,1378428
2020-01-18 00:00:00,144.23,144.56,143.8,143.88,3548707
2020-01-18 01:00:00,144.3,144.34,144.07,144.24,1235660
2020-01-18 02:00:00,144.69,144.89,144.59,144.69,1556201
2020-01-18 03:00:00,144.28,144.34,144.04,144.23,1470240
2020-01-18 04:00:00,143.24,143.79,143.09,143.56,4506921
2020-01-18 05:00:00,144.14,144.56,143.93,144.3,3418449
2020-01-18 06:00:00,144.57,144.75,144.56,144.57,1480620
2020-01-18 07:00:00,144.24,144.36,144.06,144.29,2041126
2020-01-18 08:00:00,145.55,145.66,145.05,145.17,2309511
2020-01-18 09:00:00,145.39,145.51,145.28,145.33,1227440
2020-01-18 10:00:00,146.27,146.57,145.95,146.02,2420536
2020-01-18 11:00:00,146.15,146.15,146.15,146.15,2926613
2020-01-18 12:00:00,147.6,147.8,147.02,147.28,4886528
2020-01-18 13:00:00,148.38,148.46,148.21,148.26,1425007
2020-01-18 14:00:00,148.24,148.34,147.94,148.24,2920350
